UF,Municipio,UF_COD,ibgeID,Pop_estimada,Leitos,Inicio,lock_1,tau lock1,lock_2,tau lock2,lock_3,tau lock3,lock_4,tau lock4,lock_5,tau lock5,lock_6,tau lock6
PB,Cabaceiras,25,2503100,5611,357,25/02/2020,,,,,,,,,,,,
PB,Cabedelo,25,2503209,67736,357,25/02/2020,,,,,,,,,,,,
PB,Cachoeira dos Indios,25,2503308,10244,357,25/02/2020,,,,,,,,,,,,
PB,Cacimba de Areia,25,2503407,3682,357,25/02/2020,,,,,,,,,,,,
PB,Cacimba de Dentro,25,2503506,17187,357,25/02/2020,,,,,,,,,,,,
PB,Cacimbas,25,2503555,7173,357,25/02/2020,,,,,,,,,,,,
PB,Caicara,25,2503605,7201,357,25/02/2020,,,,,,,,,,,,
PB,Cajazeiras,25,2503704,61993,357,25/02/2020,,,,,,,,,,,,
PB,Cajazeirinhas,25,2503753,3193,357,25/02/2020,,,,,,,,,,,,
PB,Caldas Brandao,25,2503803,6014,357,25/02/2020,,,,,,,,,,,,
PB,Camalau,25,2503902,6013,357,25/02/2020,,,,,,,,,,,,
PB,Campina Grande,25,2504009,409731,357,25/02/2020,,,,,,,,,,,,
PB,Capim,25,2504033,6523,357,25/02/2020,,,,,,,,,,,,
PB,Caraubas,25,2504074,4162,357,25/02/2020,,,,,,,,,,,,
PB,Carrapateira,25,2504108,2659,357,25/02/2020,,,,,,,,,,,,
PB,Casserengue,25,2504157,7468,357,25/02/2020,,,,,,,,,,,,
PB,Catingueira,25,2504207,4932,357,25/02/2020,,,,,,,,,,,,
PB,Catole do Rocha,25,2504306,30546,357,25/02/2020,,,,,,,,,,,,
PB,Caturite,25,2504355,4852,357,25/02/2020,,,,,,,,,,,,
PB,Conceicao,25,2504405,18982,357,25/02/2020,,,,,,,,,,,,
PB,Condado,25,2504504,6654,357,25/02/2020,,,,,,,,,,,,
PB,Conde,25,2504603,24670,357,25/02/2020,,,,,,,,,,,,
PB,Congo,25,2504702,4786,357,25/02/2020,,,,,,,,,,,,
PB,Coremas,25,2504801,15445,357,25/02/2020,,,,,,,,,,,,
PB,Coxixola,25,2504850,1921,357,25/02/2020,,,,,,,,,,,,
PB,Cruz do Espirito Santo,25,2504900,17319,357,25/02/2020,,,,,,,,,,,,
PB,Cubati,25,2505006,7797,357,25/02/2020,,,,,,,,,,,,
PB,Cuite,25,2505105,20338,357,25/02/2020,,,,,,,,,,,,
PB,Cuitegi,25,2505204,6803,357,25/02/2020,,,,,,,,,,,,
PB,Cuite de Mamanguape,25,2505238,6353,357,25/02/2020,,,,,,,,,,,,
PB,Curral de Cima,25,2505279,5227,357,25/02/2020,,,,,,,,,,,,
PB,Curral Velho,25,2505303,2516,357,25/02/2020,,,,,,,,,,,,
PB,Damiao,25,2505352,5330,357,25/02/2020,,,,,,,,,,,,
PB,Desterro,25,2505402,8297,357,25/02/2020,,,,,,,,,,,,
PB,Vista Serrana,25,2505501,3798,357,25/02/2020,,,,,,,,,,,,
PB,Diamante,25,2505600,6552,357,25/02/2020,,,,,,,,,,,,
PB,Dona Ines,25,2505709,10453,357,25/02/2020,,,,,,,,,,,,
PB,Duas Estradas,25,2505808,3596,357,25/02/2020,,,,,,,,,,,,
PB,Emas,25,2505907,3522,357,25/02/2020,,,,,,,,,,,,
PB,Esperanca,25,2506004,33007,357,25/02/2020,,,,,,,,,,,,
PB,Fagundes,25,2506103,11253,357,25/02/2020,,,,,,,,,,,,
PB,Frei Martinho,25,2506202,2989,357,25/02/2020,,,,,,,,,,,,
PB,Gado Bravo,25,2506251,8316,357,25/02/2020,,,,,,,,,,,,
PB,Guarabira,25,2506301,58833,357,25/02/2020,,,,,,,,,,,,
PB,Gurinhem,25,2506400,14129,357,25/02/2020,,,,,,,,,,,,
PB,Gurjao,25,2506509,3428,357,25/02/2020,,,,,,,,,,,,
PB,Ibiara,25,2506608,5929,357,25/02/2020,,,,,,,,,,,,
PB,Imaculada,25,2506707,11819,357,25/02/2020,,,,,,,,,,,,
PB,Inga,25,2506806,18103,357,25/02/2020,,,,,,,,,,,,
PB,Itabaiana,25,2506905,24477,357,25/02/2020,,,,,,,,,,,,
PB,Itaporanga,25,2507002,24692,357,25/02/2020,,,,,,,,,,,,
PB,Itapororoca,25,2507101,18664,357,25/02/2020,,,,,,,,,,,,
PB,Itatuba,25,2507200,10962,357,25/02/2020,,,,,,,,,,,,
PB,Jacarau,25,2507309,14431,357,25/02/2020,,,,,,,,,,,,
PB,Jerico,25,2507408,7739,357,25/02/2020,,,,,,,,,,,,
PB,Joao Pessoa,25,2507507,809015,357,25/02/2020,,,,,,,,,,,,
PB,Juarez Tavora,25,2507606,7936,357,25/02/2020,,,,,,,,,,,,
PB,Juazeirinho,25,2507705,18171,357,25/02/2020,,,,,,,,,,,,
PB,Junco do Serido,25,2507804,7150,357,25/02/2020,,,,,,,,,,,,
PB,Juripiranga,25,2507903,10756,357,25/02/2020,,,,,,,,,,,,
PB,Juru,25,2508000,9867,357,25/02/2020,,,,,,,,,,,,
PB,Lagoa,25,2508109,4666,357,25/02/2020,,,,,,,,,,,,
PB,Lagoa de Dentro,25,2508208,7719,357,25/02/2020,,,,,,,,,,,,
PB,Lagoa Seca,25,2508307,27503,357,25/02/2020,,,,,,,,,,,,
PB,Lastro,25,2508406,2737,357,25/02/2020,,,,,,,,,,,,
PB,Livramento,25,2508505,7256,357,25/02/2020,,,,,,,,,,,,
PB,Logradouro,25,2508554,4332,357,25/02/2020,,,,,,,,,,,,
PB,Lucena,25,2508604,13080,357,25/02/2020,,,,,,,,,,,,
PB,Mae d Agua,25,2508703,4009,357,25/02/2020,,,,,,,,,,,,
PB,Malta,25,2508802,5759,357,25/02/2020,,,,,,,,,,,,
PB,Mamanguape,25,2508901,44882,357,25/02/2020,,,,,,,,,,,,
PB,Manaira,25,2509008,10955,357,25/02/2020,,,,,,,,,,,,
PB,Marcacao,25,2509057,8558,357,25/02/2020,,,,,,,,,,,,
PB,Mari,25,2509107,21837,357,25/02/2020,,,,,,,,,,,,
PB,Marizopolis,25,2509156,6617,357,25/02/2020,,,,,,,,,,,,
PB,Massaranduba,25,2509206,13918,357,25/02/2020,,,,,,,,,,,,
PB,Mataraca,25,2509305,8434,357,25/02/2020,,,,,,,,,,,,
PB,Matinhas,25,2509339,4500,357,25/02/2020,,,,,,,,,,,,
PB,Mato Grosso,25,2509370,2908,357,25/02/2020,,,,,,,,,,,,
PB,Matureia,25,2509396,6569,357,25/02/2020,,,,,,,,,,,,
PB,Mogeiro,25,2509404,13284,357,25/02/2020,,,,,,,,,,,,
PB,Montadas,25,2509503,5669,357,25/02/2020,,,,,,,,,,,,
PB,Monte Horebe,25,2509602,4816,357,25/02/2020,,,,,,,,,,,,
PB,Monteiro,25,2509701,33222,357,25/02/2020,,,,,,,,,,,,
PB,Mulungu,25,2509800,9902,357,25/02/2020,,,,,,,,,,,,
PB,Natuba,25,2509909,10454,357,25/02/2020,,,,,,,,,,,,
PB,Nazarezinho,25,2510006,7301,357,25/02/2020,,,,,,,,,,,,
PB,Nova Floresta,25,2510105,10638,357,25/02/2020,,,,,,,,,,,,
PB,Nova Olinda,25,2510204,5949,357,25/02/2020,,,,,,,,,,,,
PB,Nova Palmeira,25,2510303,4906,357,25/02/2020,,,,,,,,,,,,
PB,Olho d Agua,25,2510402,6526,357,25/02/2020,,,,,,,,,,,,
PB,Olivedos,25,2510501,3932,357,25/02/2020,,,,,,,,,,,,
PB,Ouro Velho,25,2510600,3039,357,25/02/2020,,,,,,,,,,,,
PB,Parari,25,2510659,1771,357,25/02/2020,,,,,,,,,,,,
PB,Passagem,25,2510709,2419,357,25/02/2020,,,,,,,,,,,,
PB,Patos,25,2510808,107605,357,25/02/2020,,,,,,,,,,,,
PB,Paulista,25,2510907,12347,357,25/02/2020,,,,,,,,,,,,
PB,Pedra Branca,25,2511004,3801,357,25/02/2020,,,,,,,,,,,,
PB,Pedra Lavrada,25,2511103,7843,357,25/02/2020,,,,,,,,,,,,
PB,Pedras de Fogo,25,2511202,28458,357,25/02/2020,,,,,,,,,,,,
PB,Pianco,25,2511301,16075,357,25/02/2020,,,,,,,,,,,,
PB,Picui,25,2511400,18703,357,25/02/2020,,,,,,,,,,,,
PB,Pilar,25,2511509,11917,357,25/02/2020,,,,,,,,,,,,
PB,Piloes,25,2511608,6635,357,25/02/2020,,,,,,,,,,,,
PB,Piloezinhos,25,2511707,4976,357,25/02/2020,,,,,,,,,,,,
PB,Pirpirituba,25,2511806,10579,357,25/02/2020,,,,,,,,,,,,
PB,Pitimbu,25,2511905,19065,357,25/02/2020,,,,,,,,,,,,
PB,Pocinhos,25,2512002,18564,357,25/02/2020,,,,,,,,,,,,
PB,Poco Dantas,25,2512036,3888,357,25/02/2020,,,,,,,,,,,,
PB,Poco de Jose de Moura,25,2512077,4307,357,25/02/2020,,,,,,,,,,,,
PB,Pombal,25,2512101,32801,357,25/02/2020,,,,,,,,,,,,
PB,Prata,25,2512200,4209,357,25/02/2020,,,,,,,,,,,,
PB,Princesa Isabel,25,2512309,23345,357,25/02/2020,,,,,,,,,,,,
PB,Puxinana,25,2512408,13680,357,25/02/2020,,,,,,,,,,,,
PB,Queimadas,25,2512507,43967,357,25/02/2020,,,,,,,,,,,,
PB,Quixaba,25,2512606,1956,357,25/02/2020,,,,,,,,,,,,
PB,Remigio,25,2512705,19621,357,25/02/2020,,,,,,,,,,,,
PB,Pedro Regis,25,2512721,6089,357,25/02/2020,,,,,,,,,,,,
PB,Riachao,25,2512747,3588,357,25/02/2020,,,,,,,,,,,,
PB,Riachao do Bacamarte,25,2512754,4521,357,25/02/2020,,,,,,,,,,,,
PB,Riachao do Poco,25,2512762,4509,357,25/02/2020,,,,,,,,,,,,
PB,Riacho de Santo Antonio,25,2512788,1948,357,25/02/2020,,,,,,,,,,,,
PB,Riacho dos Cavalos,25,2512804,8526,357,25/02/2020,,,,,,,,,,,,
PB,Rio Tinto,25,2512903,24176,357,25/02/2020,,,,,,,,,,,,
PB,Salgadinho,25,2513000,3885,357,25/02/2020,,,,,,,,,,,,
PB,Salgado de Sao Felix,25,2513109,12140,357,25/02/2020,,,,,,,,,,,,
PB,Santa Cecilia,25,2513158,6558,357,25/02/2020,,,,,,,,,,,,
PB,Santa Cruz,25,2513208,6583,357,25/02/2020,,,,,,,,,,,,
PB,Santa Helena,25,2513307,5889,357,25/02/2020,,,,,,,,,,,,
PB,Santa Ines,25,2513356,3595,357,25/02/2020,,,,,,,,,,,,
PB,Santa Luzia,25,2513406,15382,357,25/02/2020,,,,,,,,,,,,
PB,Santana de Mangueira,25,2513505,5162,357,25/02/2020,,,,,,,,,,,,
PB,Santana dos Garrotes,25,2513604,7031,357,25/02/2020,,,,,,,,,,,,
PB,Joca Claudino,25,2513653,2636,357,25/02/2020,,,,,,,,,,,,
PB,Santa Rita,25,2513703,136586,357,25/02/2020,,,,,,,,,,,,
PB,Santa Teresinha,25,2513802,4573,357,25/02/2020,,,,,,,,,,,,
PB,Santo Andre,25,2513851,2521,357,25/02/2020,,,,,,,,,,,,
PB,Sao Bento,25,2513901,34031,357,25/02/2020,,,,,,,,,,,,
PB,Sao Bentinho,25,2513927,4529,357,25/02/2020,,,,,,,,,,,,
PB,Sao Domingos do Cariri,25,2513943,2615,357,25/02/2020,,,,,,,,,,,,
PB,Sao Domingos,25,2513968,3073,357,25/02/2020,,,,,,,,,,,,
PB,Sao Francisco,25,2513984,3392,357,25/02/2020,,,,,,,,,,,,
PB,Sao Joao do Cariri,25,2514008,4199,357,25/02/2020,,,,,,,,,,,,
PB,Sao Joao do Tigre,25,2514107,4422,357,25/02/2020,,,,,,,,,,,,
PB,Sao Jose da Lagoa Tapada,25,2514206,7630,357,25/02/2020,,,,,,,,,,,,
PB,Sao Jose de Caiana,25,2514305,6359,357,25/02/2020,,,,,,,,,,,,
PB,Sao Jose de Espinharas,25,2514404,4682,357,25/02/2020,,,,,,,,,,,,
PB,Sao Jose dos Ramos,25,2514453,5957,357,25/02/2020,,,,,,,,,,,,
PB,Sao Jose de Piranhas,25,2514503,20251,357,25/02/2020,,,,,,,,,,,,
PB,Sao Jose de Princesa,25,2514552,4003,357,25/02/2020,,,,,,,,,,,,
PB,Sao Jose do Bonfim,25,2514602,3557,357,25/02/2020,,,,,,,,,,,,
PB,Sao Jose do Brejo do Cruz,25,2514651,1801,357,25/02/2020,,,,,,,,,,,,
PB,Sao Jose do Sabugi,25,2514701,4141,357,25/02/2020,,,,,,,,,,,,
PB,Sao Jose dos Cordeiros,25,2514800,3628,357,25/02/2020,,,,,,,,,,,,
PB,Sao Mamede,25,2514909,7724,357,25/02/2020,,,,,,,,,,,,
PB,Sao Miguel de Taipu,25,2515005,7368,357,25/02/2020,,,,,,,,,,,,
PB,Sao Sebastiao de Lagoa de Roca,25,2515104,11661,357,25/02/2020,,,,,,,,,,,,
PB,Sao Sebastiao do Umbuzeiro,25,2515203,3489,357,25/02/2020,,,,,,,,,,,,
PB,Sape,25,2515302,52625,357,25/02/2020,,,,,,,,,,,,
PB,Sao Vicente do Serido,25,2515401,10775,357,25/02/2020,,,,,,,,,,,,
PB,Serra Branca,25,2515500,13699,357,25/02/2020,,,,,,,,,,,,
PB,Serra da Raiz,25,2515609,3148,357,25/02/2020,,,,,,,,,,,,
PB,Serra Grande,25,2515708,2909,357,25/02/2020,,,,,,,,,,,,
PB,Serra Redonda,25,2515807,7041,357,25/02/2020,,,,,,,,,,,,
PB,Serraria,25,2515906,6099,357,25/02/2020,,,,,,,,,,,,
PB,Sertaozinho,25,2515930,5024,357,25/02/2020,,,,,,,,,,,,
PB,Sobrado,25,2515971,7783,357,25/02/2020,,,,,,,,,,,,
PB,Solanea,25,2516003,26407,357,25/02/2020,,,,,,,,,,,,
PB,Soledade,25,2516102,14989,357,25/02/2020,,,,,,,,,,,,
PB,Sossego,25,2516151,3555,357,25/02/2020,,,,,,,,,,,,
PB,Sousa,25,2516201,69444,357,25/02/2020,,,,,,,,,,,,
PB,Sume,25,2516300,16966,357,25/02/2020,,,,,,,,,,,,
PB,Tacima,25,2516409,10911,357,25/02/2020,,,,,,,,,,,,
PB,Taperoa,25,2516508,15376,357,25/02/2020,,,,,,,,,,,,
PB,Tavares,25,2516607,14726,357,25/02/2020,,,,,,,,,,,,
PB,Teixeira,25,2516706,15161,357,25/02/2020,,,,,,,,,,,,
PB,Tenorio,25,2516755,3058,357,25/02/2020,,,,,,,,,,,,
PB,Triunfo,25,2516805,9455,357,25/02/2020,,,,,,,,,,,,
PB,Uirauna,25,2516904,15242,357,25/02/2020,,,,,,,,,,,,
PB,Umbuzeiro,25,2517001,9907,357,25/02/2020,,,,,,,,,,,,
PB,Varzea,25,2517100,2810,357,25/02/2020,,,,,,,,,,,,
PB,Vieiropolis,25,2517209,5348,357,25/02/2020,,,,,,,,,,,,
PB,Zabele,25,2517407,2240,357,25/02/2020,,,,,,,,,,,,
PE,Abreu e Lima,26,2600054,99990,1495,25/02/2020,,,,,,,,,,,,
PE,Afogados da Ingazeira,26,2600104,37259,1495,25/02/2020,,,,,,,,,,,,
PE,Afranio,26,2600203,19635,1495,25/02/2020,,,,,,,,,,,,
PE,Agrestina,26,2600302,24885,1495,25/02/2020,,,,,,,,,,,,
PE,Agua Preta,26,2600401,36771,1495,25/02/2020,,,,,,,,,,,,
PE,Aguas Belas,26,2600500,43443,1495,25/02/2020,,,,,,,,,,,,
PE,Alagoinha,26,2600609,14636,1495,25/02/2020,,,,,,,,,,,,
PE,Alianca,26,2600708,38386,1495,25/02/2020,,,,,,,,,,,,
PE,Altinho,26,2600807,22972,1495,25/02/2020,,,,,,,,,,,,
PE,Amaraji,26,2600906,22829,1495,25/02/2020,,,,,,,,,,,,
PE,Angelim,26,2601003,11150,1495,25/02/2020,,,,,,,,,,,,
PE,Aracoiaba,26,2601052,20524,1495,25/02/2020,,,,,,,,,,,,
PE,Araripina,26,2601102,84418,1495,25/02/2020,,,,,,,,,,,,
PE,Arcoverde,26,2601201,74338,1495,25/02/2020,,,,,,,,,,,,
PE,Barra de Guabiraba,26,2601300,14385,1495,25/02/2020,,,,,,,,,,,,
PE,Barreiros,26,2601409,42659,1495,25/02/2020,,,,,,,,,,,,
PE,Belem de Maria,26,2601508,12073,1495,25/02/2020,,,,,,,,,,,,
PE,Belem do Sao Francisco,26,2601607,20729,1495,25/02/2020,,,,,,,,,,,,
PE,Belo Jardim,26,2601706,76439,1495,25/02/2020,,,,,,,,,,,,
PE,Betania,26,2601805,12719,1495,25/02/2020,,,,,,,,,,,,
PE,Bezerros,26,2601904,60798,1495,25/02/2020,,,,,,,,,,,,
PE,Bodoco,26,2602001,38146,1495,25/02/2020,,,,,,,,,,,,
PE,Bom Conselho,26,2602100,48554,1495,25/02/2020,,,,,,,,,,,,
PE,Bom Jardim,26,2602209,39184,1495,25/02/2020,,,,,,,,,,,,
PE,Bonito,26,2602308,38134,1495,25/02/2020,,,,,,,,,,,,
PE,Brejao,26,2602407,8993,1495,25/02/2020,,,,,,,,,,,,
PE,Brejinho,26,2602506,7487,1495,25/02/2020,,,,,,,,,,,,
PE,Brejo da Madre de Deus,26,2602605,50742,1495,25/02/2020,,,,,,,,,,,,
PE,Buenos Aires,26,2602704,13155,1495,25/02/2020,,,,,,,,,,,,
PE,Buique,26,2602803,58378,1495,25/02/2020,,,,,,,,,,,,
PE,Cabo de Santo Agostinho,26,2602902,207048,1495,25/02/2020,,,,,,,,,,,,
PE,Cabrobo,26,2603009,34221,1495,25/02/2020,,,,,,,,,,,,
PE,Cachoeirinha,26,2603108,20380,1495,25/02/2020,,,,,,,,,,,,
PE,Caetes,26,2603207,28739,1495,25/02/2020,,,,,,,,,,,,
PE,Calcado,26,2603306,11053,1495,25/02/2020,,,,,,,,,,,,
PE,Calumbi,26,2603405,5750,1495,25/02/2020,,,,,,,,,,,,
PE,Camaragibe,26,2603454,157828,1495,25/02/2020,,,,,,,,,,,,
PE,Camocim de Sao Felix,26,2603504,18765,1495,25/02/2020,,,,,,,,,,,,
PE,Camutanga,26,2603603,8551,1495,25/02/2020,,,,,,,,,,,,
PE,Canhotinho,26,2603702,24804,1495,25/02/2020,,,,,,,,,,,,
PE,Capoeiras,26,2603801,20048,1495,25/02/2020,,,,,,,,,,,,
PE,Carnaiba,26,2603900,19551,1495,25/02/2020,,,,,,,,,,,,
PE,Carnaubeira da Penha,26,2603926,12932,1495,25/02/2020,,,,,,,,,,,,
PE,Carpina,26,2604007,83641,1495,25/02/2020,,,,,,,,,,,,
PE,Caruaru,26,2604106,361118,1495,25/02/2020,,,,,,,,,,,,
PE,Casinhas,26,2604155,14341,1495,25/02/2020,,,,,,,,,,,,
PE,Catende,26,2604205,42892,1495,25/02/2020,,,,,,,,,,,,
PE,Cedro,26,2604304,11807,1495,25/02/2020,,,,,,,,,,,,
PE,Cha de Alegria,26,2604403,13518,1495,25/02/2020,,,,,,,,,,,,
PE,Cha Grande,26,2604502,21698,1495,25/02/2020,,,,,,,,,,,,
PE,Condado,26,2604601,26421,1495,25/02/2020,,,,,,,,,,,,
PE,Correntes,26,2604700,18207,1495,25/02/2020,,,,,,,,,,,,
PE,Cortes,26,2604809,12578,1495,25/02/2020,,,,,,,,,,,,
PE,Cumaru,26,2604908,10906,1495,25/02/2020,,,,,,,,,,,,
PE,Cupira,26,2605004,24107,1495,25/02/2020,,,,,,,,,,,,
PE,Custodia,26,2605103,37111,1495,25/02/2020,,,,,,,,,,,,
PE,Dormentes,26,2605152,18908,1495,25/02/2020,,,,,,,,,,,,
PE,Escada,26,2605202,68875,1495,25/02/2020,,,,,,,,,,,,
PE,Exu,26,2605301,31825,1495,25/02/2020,,,,,,,,,,,,
PE,Feira Nova,26,2605400,22131,1495,25/02/2020,,,,,,,,,,,,
PE,Fernando de Noronha,26,2605459,3061,1495,25/02/2020,,,,,,,,,,,,
PE,Ferreiros,26,2605509,12123,1495,25/02/2020,,,,,,,,,,,,
PE,Flores,26,2605608,22624,1495,25/02/2020,,,,,,,,,,,,
PE,Floresta,26,2605707,32873,1495,25/02/2020,,,,,,,,,,,,
PE,Frei Miguelinho,26,2605806,15457,1495,25/02/2020,,,,,,,,,,,,
PE,Gameleira,26,2605905,31052,1495,25/02/2020,,,,,,,,,,,,
PE,Garanhuns,26,2606002,139788,1495,25/02/2020,,,,,,,,,,,,
PE,Gloria do Goita,26,2606101,30604,1495,25/02/2020,,,,,,,,,,,,
PE,Goiana,26,2606200,79758,1495,25/02/2020,,,,,,,,,,,,
PE,Granito,26,2606309,7486,1495,25/02/2020,,,,,,,,,,,,
PE,Gravata,26,2606408,84074,1495,25/02/2020,,,,,,,,,,,,
PE,Iati,26,2606507,19197,1495,25/02/2020,,,,,,,,,,,,
PE,Ibimirim,26,2606606,29235,1495,25/02/2020,,,,,,,,,,,,
PE,Ibirajuba,26,2606705,7762,1495,25/02/2020,,,,,,,,,,,,
PE,Igarassu,26,2606804,117019,1495,25/02/2020,,,,,,,,,,,,
PE,Iguaracy,26,2606903,12228,1495,25/02/2020,,,,,,,,,,,,
PE,Inaja,26,2607000,23247,1495,25/02/2020,,,,,,,,,,,,
PE,Ingazeira,26,2607109,4548,1495,25/02/2020,,,,,,,,,,,,
PE,Ipojuca,26,2607208,96204,1495,25/02/2020,,,,,,,,,,,,
PE,Ipubi,26,2607307,30854,1495,25/02/2020,,,,,,,,,,,,
PE,Itacuruba,26,2607406,4918,1495,25/02/2020,,,,,,,,,,,,
PE,Itaiba,26,2607505,26349,1495,25/02/2020,,,,,,,,,,,,
PE,Ilha de Itamaraca,26,2607604,26258,1495,25/02/2020,,,,,,,,,,,,
PE,Itambe,26,2607653,36447,1495,25/02/2020,,,,,,,,,,,,
PE,Itapetim,26,2607703,13616,1495,25/02/2020,,,,,,,,,,,,
PE,Itapissuma,26,2607752,26651,1495,25/02/2020,,,,,,,,,,,,
PE,Itaquitinga,26,2607802,16955,1495,25/02/2020,,,,,,,,,,,,
PE,Jaboatao dos Guararapes,26,2607901,702298,1495,25/02/2020,,,,,,,,,,,,
PE,Jaqueira,26,2607950,11656,1495,25/02/2020,,,,,,,,,,,,
PE,Jatauba,26,2608008,17150,1495,25/02/2020,,,,,,,,,,,,
PE,Jatoba,26,2608057,14796,1495,25/02/2020,,,,,,,,,,,,
PE,Joao Alfredo,26,2608107,33822,1495,25/02/2020,,,,,,,,,,,,
PE,Joaquim Nabuco,26,2608206,16023,1495,25/02/2020,,,,,,,,,,,,
PE,Jucati,26,2608255,11424,1495,25/02/2020,,,,,,,,,,,,
PE,Jupi,26,2608305,14836,1495,25/02/2020,,,,,,,,,,,,
PE,Jurema,26,2608404,15378,1495,25/02/2020,,,,,,,,,,,,
PE,Lagoa do Carro,26,2608453,18071,1495,25/02/2020,,,,,,,,,,,,
PE,Lagoa de Itaenga,26,2608503,21429,1495,25/02/2020,,,,,,,,,,,,
PE,Lagoa do Ouro,26,2608602,13145,1495,25/02/2020,,,,,,,,,,,,
PE,Lagoa dos Gatos,26,2608701,16290,1495,25/02/2020,,,,,,,,,,,,
PE,Lagoa Grande,26,2608750,25601,1495,25/02/2020,,,,,,,,,,,,
PE,Lajedo,26,2608800,40288,1495,25/02/2020,,,,,,,,,,,,
PE,Limoeiro,26,2608909,56250,1495,25/02/2020,,,,,,,,,,,,
PE,Macaparana,26,2609006,25376,1495,25/02/2020,,,,,,,,,,,,
PE,Machados,26,2609105,16088,1495,25/02/2020,,,,,,,,,,,,
PE,Manari,26,2609154,21434,1495,25/02/2020,,,,,,,,,,,,
PE,Maraial,26,2609204,11345,1495,25/02/2020,,,,,,,,,,,,
PE,Mirandiba,26,2609303,15390,1495,25/02/2020,,,,,,,,,,,,
PE,Moreno,26,2609402,62784,1495,25/02/2020,,,,,,,,,,,,
PE,Nazare da Mata,26,2609501,32471,1495,25/02/2020,,,,,,,,,,,,
PE,Olinda,26,2609600,392482,1495,25/02/2020,,,,,,,,,,,,
PE,Orobo,26,2609709,23884,1495,25/02/2020,,,,,,,,,,,,
PE,Oroco,26,2609808,14991,1495,25/02/2020,,,,,,,,,,,,
PE,Ouricuri,26,2609907,69459,1495,25/02/2020,,,,,,,,,,,,
PE,Palmares,26,2610004,63250,1495,25/02/2020,,,,,,,,,,,,
PE,Palmeirina,26,2610103,7693,1495,25/02/2020,,,,,,,,,,,,
PE,Panelas,26,2610202,26474,1495,25/02/2020,,,,,,,,,,,,
PE,Paranatama,26,2610301,11523,1495,25/02/2020,,,,,,,,,,,,
PE,Parnamirim,26,2610400,22010,1495,25/02/2020,,,,,,,,,,,,
PE,Passira,26,2610509,28933,1495,25/02/2020,,,,,,,,,,,,
PE,Paudalho,26,2610608,56506,1495,25/02/2020,,,,,,,,,,,,
PE,Paulista,26,2610707,331774,1495,25/02/2020,,,,,,,,,,,,
PE,Pedra,26,2610806,22617,1495,25/02/2020,,,,,,,,,,,,
PE,Pesqueira,26,2610905,67395,1495,25/02/2020,,,,,,,,,,,,
PE,Petrolandia,26,2611002,36548,1495,25/02/2020,,,,,,,,,,,,
PE,Petrolina,26,2611101,349145,1495,25/02/2020,,,,,,,,,,,,
PE,Pocao,26,2611200,11302,1495,25/02/2020,,,,,,,,,,,,
PE,Pombos,26,2611309,27091,1495,25/02/2020,,,,,,,,,,,,
PE,Primavera,26,2611408,14966,1495,25/02/2020,,,,,,,,,,,,
PE,Quipapa,26,2611507,26037,1495,25/02/2020,,,,,,,,,,,,
PE,Quixaba,26,2611533,6813,1495,25/02/2020,,,,,,,,,,,,
PE,Recife,26,2611606,1645727,1495,25/02/2020,,,,,,,,,,,,
PE,Riacho das Almas,26,2611705,20546,1495,25/02/2020,,,,,,,,,,,,
PE,Ribeirao,26,2611804,47415,1495,25/02/2020,,,,,,,,,,,,
PE,Rio Formoso,26,2611903,23535,1495,25/02/2020,,,,,,,,,,,,
PE,Saire,26,2612000,9932,1495,25/02/2020,,,,,,,,,,,,
PE,Salgadinho,26,2612109,10919,1495,25/02/2020,,,,,,,,,,,,
PE,Salgueiro,26,2612208,60930,1495,25/02/2020,,,,,,,,,,,,
PE,Saloa,26,2612307,15843,1495,25/02/2020,,,,,,,,,,,,
PE,Sanharo,26,2612406,26462,1495,25/02/2020,,,,,,,,,,,,
PE,Santa Cruz,26,2612455,15398,1495,25/02/2020,,,,,,,,,,,,
PE,Santa Cruz da Baixa Verde,26,2612471,12592,1495,25/02/2020,,,,,,,,,,,,
PE,Santa Cruz do Capibaribe,26,2612505,107937,1495,25/02/2020,,,,,,,,,,,,
PE,Santa Filomena,26,2612554,14477,1495,25/02/2020,,,,,,,,,,,,
PE,Santa Maria da Boa Vista,26,2612604,41931,1495,25/02/2020,,,,,,,,,,,,
PE,Santa Maria do Cambuca,26,2612703,14137,1495,25/02/2020,,,,,,,,,,,,
PE,Santa Terezinha,26,2612802,11815,1495,25/02/2020,,,,,,,,,,,,
PE,Sao Benedito do Sul,26,2612901,15895,1495,25/02/2020,,,,,,,,,,,,
PE,Sao Bento do Una,26,2613008,59504,1495,25/02/2020,,,,,,,,,,,,
PE,Sao Caitano,26,2613107,37245,1495,25/02/2020,,,,,,,,,,,,
PE,Sao Joao,26,2613206,22793,1495,25/02/2020,,,,,,,,,,,,
PE,Sao Joaquim do Monte,26,2613305,21356,1495,25/02/2020,,,,,,,,,,,,
PE,Sao Jose da Coroa Grande,26,2613404,21298,1495,25/02/2020,,,,,,,,,,,,
PE,Sao Jose do Belmonte,26,2613503,33959,1495,25/02/2020,,,,,,,,,,,,
PE,Sao Jose do Egito,26,2613602,33951,1495,25/02/2020,,,,,,,,,,,,
PE,Sao Lourenco da Mata,26,2613701,113230,1495,25/02/2020,,,,,,,,,,,,
